C08-0001.txt,
C08-0002.txt,
C08-0003.txt,
C08-0004.txt,
C08-0005.txt,
C08-0006.txt,290219
C08-0007.txt,440450
C08-0008.txt,
C08-0009.txt,
C08-0010.txt,440796
C08-0011.txt,
C08-0012.txt,
C08-0013.txt,
C08-0014.txt,
C08-0015.txt,
C08-0016.txt,
C08-0017.txt,
C08-0018.txt,
C08-0019.txt,
C08-0020.txt,125581
C08-0021.txt,
C08-0022.txt,443966
C08-0023.txt,
C08-0024.txt,
C08-0025.txt,
C08-0026.txt,
C08-0027.txt,
C08-0028.txt,
C08-0029.txt,
C08-0030.txt,
C08-0031.txt,
C08-0032.txt,503365
C08-0033.txt,
C08-0034.txt,
C08-0035.txt,502664
C08-0036.txt,503932
C08-0037.txt,556928
C08-0038.txt,
C08-0039.txt,440822
C08-0040.txt,504244,504844
C08-0041.txt,556271
C08-0042.txt,556221
C08-0043.txt,5578253
C08-0044.txt,518986
C08-0045.txt,
C08-0046.txt,540502
C08-0047.txt,406733
C08-0048.txt,407034
C08-0049.txt,
C08-0050.txt,540885
C08-0051.txt,
C08-0052.txt,503933
C08-0053.txt,
C08-0054.txt,
C08-0055.txt,
C08-0056.txt,
C08-0057.txt,540498
C08-0058.txt,
C08-0059.txt,406381
C08-0060.txt,
C08-0061.txt,
C08-0062.txt,
C08-0063.txt,441420
C08-0064.txt,
C08-0065.txt,
C08-0066.txt,504843
C08-0067.txt,539626
C08-0068.txt,
C08-0069.txt,
C08-0070.txt,
C08-0071.txt,125564
C08-0072.txt,
C08-0073.txt,
C08-0074.txt,380209
C08-0075.txt,242981
C08-0076.txt,
C08-0077.txt,
C08-0078.txt,
C08-0079.txt,
C08-0080.txt,
C08-0081.txt,128632
C08-0082.txt,
C08-0083.txt,
C08-0084.txt,478573
C08-0085.txt,341294
C08-0086.txt,
C08-0087.txt,
C08-0088.txt,407247
C08-0089.txt,343375
C08-0090.txt,440482
C08-0091.txt,
C08-0092.txt,
C08-0093.txt,
C08-0094.txt,
C08-0095.txt,
C08-0096.txt,
C08-0097.txt,441921
C08-0098.txt,
C08-0099.txt,
C08-0100.txt,
C08-0101.txt,
C08-0102.txt,
C08-0103.txt,128999
C08-0104.txt,
C08-0105.txt,150928
